policy_id,customer_name,age,gender,policy_type,premium,coverage_amount,start_date,end_date,is_active,risk_score,claim_history,annual_income,zip_code,agent_id
POL-000406,Erin Snyder,63,M,Home,4128.82,619092.36,2022/12/26,2026/09/22,TRUE,85,0,135159.54,62526,AGT-059
POL-000407,Samantha Lee,35,M,Home,2566.58,642466.34,2019/12/14,2026/03/30,TRUE,21,0,29843.23,48907,AGT-080
POL-000408,Stephen Adams,19,M,Auto,733.8,666079.58,2023/01/08,2027/05/23,TRUE,18,0,93328.81,72795,AGT-073
POL-000409,Carlos Warner,71,U,Health,4038.25,304031.93,2022/08/27,2028/01/15,TRUE,55,1,51933.7,39936,AGT-013
POL-000410,Christina Ortiz,52,M,Life,1406.14,64355.15,2020/11/22,2029/04/24,TRUE,29,0,39734.53,19164,AGT-010
POL-000411,BRIAN GORDON,33,F,Auto,1663.79,966764.6,2024/06/22,2025/03/31,FALSE,24,0,122065.9,53411,AGT-069
POL-000412,Charles Moreno,78,U,Home,1241.18,288348.39,2019/12/04,2027/05/14,TRUE,74,2,187100.44,53545,AGT-028
POL-000413,Dale Gonzalez,58,U,Health,1985.97,692224.97,2023/07/04,2029/01/16,TRUE,17,0,29861.67,21415,AGT-065
POL-000414,David Anderson,53,U,Auto,3905.38,721298.38,2020/05/03,2025/12/19,TRUE,18,0,95879.76,07218,AGT-034
POL-000415,Paige Fry,50,U,Life,2837.24,629507.05,2022/01/14,2026/11/14,TRUE,42,2,147356.38,58053,AGT-017
POL-000416,Deborah Sanders,21,F,Auto,1421.97,347262.02,2021/09/10,2026/09/28,TRUE,84,0,103283.81,31501,AGT-045
POL-000417,Anna Rocha,50,U,Life,4450.24,307541.44,2023/05/08,2025/02/18,TRUE,45,2,165169.27,56402,AGT-009
POL-000418,Melanie Kim,31,U,Home,4458.12,617784.87,2024/09/12,2025/07/22,TRUE,82,0,52336.16,14835,AGT-032
POL-000419,Robert Morris,38,M,Health,4417.6,872790.85,2022/04/25,2026/03/13,TRUE,17,1,192726.96,42203,AGT-048
POL-000420,SHERI MILLER,65,U,Health,1574.58,949397.04,2021/03/28,2028/11/12,TRUE,73,3,89329.27,07737,AGT-037
POL-000421,Janice Larson,37,F,Health,2530.58,150610.51,2021/09/23,2027/03/30,TRUE,14,2,81482.53,69151,AGT-021
POL-000422,Jessica Hoffman,73,F,Home,4932.45,197087.18,2021/08/16,2028/10/10,TRUE,49,1,177429.04,51024,AGT-057
POL-000423,Mark Richardson,25,F,Life,3974.06,947499.45,2023/03/15,2026/03/02,TRUE,29,0,121496.07,06539,AGT-070
POL-000424,Levi Johnson,24,F,Home,622.25,749708.47,2023/06/02,2027/01/11,TRUE,95,2,112959.98,13856,AGT-091
POL-000425,Michael Alvarez,20,U,Health,793.42,888844.13,2020/01/31,2028/08/22,TRUE,4,0,150856.03,19062,AGT-039
POL-000426,Shawn Hall,34,U,Home,2587.69,242501,2022/02/24,2025/01/05,TRUE,82,2,124370.16,54034,AGT-079
POL-000427,Cathy Park,50,F,Home,,608206.58,2024/05/14,2025/07/29,TRUE,20,2,49252.82,13859,AGT-084
POL-000428,Ryan Sanders,65,F,Home,2924.16,716082.61,2022/10/14,2025/08/11,TRUE,47,1,141355.57,02227,AGT-068
POL-000429,Alexandra Ramos,29,U,Life,2740.16,696106.29,2022/09/10,2027/03/17,TRUE,9,0,44024.4,96194,AGT-002
POL-000430,Cynthia David,76,F,Auto,974.63,437744.11,2021/02/13,2029/06/23,TRUE,77,2,165054.39,51645,AGT-086
POL-000431,Jennifer Jackson,68,M,Auto,3455.51,64625.15,2023/06/04,2027/01/12,TRUE,79,1,198152.59,98215,AGT-071
POL-000432,Ryan Ferguson,39,F,Home,4199.46,603779.75,2023/04/10,2029/06/17,TRUE,27,1,87929.77,49045,AGT-039
POL-000433,Amy Stephens,72,F,Auto,2211.89,290446.46,2022/06/16,2026/12/10,TRUE,15,1,100056.06,87527,AGT-085
POL-000434,Jared Taylor,39,M,Auto,3990.25,477741.53,2020/02/08,2028/09/29,TRUE,92,3,28358.06,40776,AGT-014
POL-000435,Robert Morales,63,M,Home,4840.14,959701.96,2023/10/10,2027/04/18,TRUE,19,1,22471.97,34873,AGT-018
POL-000436,Michelle Miller,47,U,Home,1416.95,429083.55,2022/10/31,2029/07/06,TRUE,90,2,185855.48,35475,AGT-034
POL-000437,Sarah Webb,55,U,Health,2854.98,847811.53,2020/02/18,2026/09/29,FALSE,52,1,43152.33,94402,AGT-015
POL-000438,James Torres,55,M,Auto,1792.12,229113.58,2024/01/27,2025/12/08,TRUE,26,2,100240.17,41030,AGT-014
POL-000439,Gary Collins,62,M,Life,4067.84,688837.47,2022/08/30,2027/03/24,TRUE,89,1,166763.83,37875,AGT-096
POL-000440,Rebecca Hunter,68,U,Home,3099.17,978156.61,2020/12/07,2029/01/18,TRUE,26,1,180077.38,23232,AGT-071
POL-000441,Bobby Rivas,71,F,Health,3355.62,146798.45,2024/01/26,2027/01/21,TRUE,26,1,113491.58,93857,AGT-020
POL-000442,Sylvia Alvarez,25,M,Life,4090.61,57903.95,2023/01/26,2026/03/15,TRUE,46,2,121705.85,33936,AGT-035
POL-000443,JOHN CARTER,44,U,Auto,2281.87,461903.65,2020/03/19,2024/12/01,TRUE,92,1,140543.12,86898,AGT-037
POL-000444,Carla Wolf,44,F,Health,4617.91,137994.21,2019/12/20,2029/01/24,TRUE,49,1,193048.84,06659,AGT-078
POL-000445,Richard Jones,51,M,Home,2898.63,760965.13,2024/01/02,2025/02/11,TRUE,82,1,128480.59,34032,AGT-027
POL-000446,Michael Thornton,38,F,Life,1210.8,918821.23,2021/03/24,2025/12/25,TRUE,96,0,120705.55,19372,AGT-092
POL-000447,Kelly Lopez,47,U,Home,3631.55,462319.92,2020/02/05,2029/08/14,TRUE,53,0,22616.14,51115,AGT-044
POL-000448,Robin Cook,50,,Auto,4069.68,295776.06,2022/05/19,2029/05/07,TRUE,3,0,34570.95,96931,AGT-027
POL-000449,Anthony Hartman,45,F,Life,1925.43,462683.15,2023/01/12,2029/07/26,TRUE,66,0,123890.89,85969,AGT-088
POL-000450,Stephen Coleman,64,M,Auto,4357.31,737275.43,2024/02/02,2027/02/04,FALSE,97,0,188523.27,38826,AGT-082
POL-000451,Edward Carter,50,F,Auto,4577.64,58601.45,2021/12/07,2028/04/10,TRUE,42,0,176004.44,34786,AGT-034
POL-000452,Jennifer Heath,22,U,Health,1746.07,609981.29,2022/04/23,2026/05/06,TRUE,19,0,196864.21,29024,AGT-065
POL-000453,Rebecca Guzman,77,U,Home,4925.85,632627.1,2020/11/28,2025/10/02,TRUE,17,1,115010.13,90700,AGT-063
POL-000454,Victoria Lloyd,78,M,Life,1133.2,655803.83,2020/11/24,2028/08/16,TRUE,33,1,161827.57,52146,AGT-033
POL-000455,Amber Valenzuela,65,F,Auto,1409.07,279920.98,2020/05/07,2027/09/02,TRUE,76,1,171272.06,35860,AGT-007
POL-000456,Heather Johnson DDS,36,M,Auto,1329.01,728350.09,2019/12/21,2028/03/06,TRUE,49,2,136645.7,13497,AGT-012
POL-000457,Anthony Smith,21,M,Life,,136821.91,2023/02/09,2026/07/17,TRUE,56,2,80974.98,71261,AGT-082
POL-000458,Nicole Browning,52,F,Auto,3444.32,239306.82,2021/03/05,2026/12/05,TRUE,63,2,104596.12,24017,AGT-055
POL-000459,Laura Bennett,66,F,Health,1184.47,883596.54,2022/11/23,2028/02/04,TRUE,3,0,174425.07,54261,AGT-036
POL-000460,Brandon Thompson,34,F,Health,2481.46,751786.99,2020/06/02,2029/02/08,FALSE,49,3,73738.63,34034,AGT-006
POL-000461,Jose Baxter,61,U,Health,3268.84,63058.28,2024/06/29,2026/02/09,TRUE,55,0,186273.76,06828,AGT-001
POL-000462,Johnathan Ray,45,M,Health,875.59,285957.45,2022/03/14,2025/07/31,TRUE,26,1,61365.14,40123,AGT-043
POL-000463,Jessica Fields,47,M,Auto,4470.87,253686.16,2023/02/02,2029/10/02,TRUE,99,0,154912.95,61815,AGT-099
POL-000464,Aaron Curry,46,U,Life,4116.22,307266.01,2024/08/08,2028/05/29,TRUE,72,1,133500.66,93092,AGT-017
POL-000465,David Le,63,F,Life,2773.43,285181.78,2023/08/09,2028/10/07,TRUE,52,0,154927.9,43228,AGT-082
POL-000466,Margaret Sweeney,70,U,Life,4852.07,109399.98,2020/01/22,2025/05/11,TRUE,100,1,98722.56,76748,AGT-034
POL-000467,Lawrence Morris,23,U,Life,2379.92,485993.49,2021/06/11,2028/07/27,FALSE,7,1,187875.39,71298,AGT-021
POL-000468,Jeffrey Frederick,52,U,Home,4928.5,746096.8,2020/06/07,2024/12/20,TRUE,46,1,133845,95494,AGT-095
POL-000469,Lauren Prince,77,M,Life,3505.64,626395.14,2022/11/10,2027/08/03,TRUE,46,0,71893.24,34407,AGT-057
POL-000470,Dr. Denise Weaver,58,U,Home,3356.02,689228.09,2023/07/30,2025/03/03,TRUE,100,1,134921.91,INVALID,AGT-071
POL-000471,Bailey Escobar,54,M,Home,1246.8,127091.72,2020/02/08,2028/02/01,FALSE,16,0,71626.83,15001,AGT-091
POL-000472,Douglas Ortega,41,M,Health,4468.67,953916.17,2024/07/13,2027/05/28,TRUE,24,1,72853.83,01858,AGT-055
POL-000473,William Wilkins,46,M,Home,2423.7,846567.24,2023/02/24,2025/05/15,TRUE,61,0,91927.73,95827,AGT-072
POL-000474,Samantha Conley,66,,Auto,1230.05,814835.8,2023/05/23,2027/07/11,TRUE,54,1,173437.48,80151,AGT-002
POL-000475,Melissa Fernandez,63,M,Home,556.73,831834.61,2022/02/27,2026/01/25,TRUE,62,1,110053.62,45599,AGT-015
POL-000476,TINA RIOS,70,M,Health,3018.9,936074.98,2024/08/20,2026/08/20,TRUE,1,0,142202.15,29230,AGT-010
POL-000477,Grant Riddle,48,F,Home,2873.3,567041.27,2023/02/27,2026/11/27,TRUE,49,1,90554.19,07094,AGT-089
POL-000478,Dr. Paul Wade,52,M,Auto,3737.09,240267.92,2020/06/07,2028/06/14,TRUE,25,1,67448.98,52798,AGT-020
POL-000479,Jennifer Moore,77,U,Auto,4506.16,635944.43,2021/09/22,2028/06/23,TRUE,10,0,191835.23,98578,AGT-070
POL-000480,Kimberly Fleming,50,U,Auto,857.33,755737.42,2020/10/12,2028/09/26,TRUE,80,1,128644.62,57767,AGT-005
POL-000481,Kyle Newton,69,M,Health,3791.73,751021.52,2021/05/31,2025/03/24,TRUE,16,1,188111.24,27902,AGT-048
POL-000482,David Wolf,78,F,Health,1343.35,545376.57,2021/07/05,2029/09/22,TRUE,58,0,56614.34,86757,AGT-075
POL-000483,Tyler Mason,38,U,Life,4361.8,115035.78,2023/08/25,2026/12/03,TRUE,72,0,46440.95,89810,AGT-071
POL-000484,Dana Lopez,49,F,Health,4185.79,402557.29,2021/11/21,2024/10/12,TRUE,29,0,174048.12,29186,AGT-019
POL-000485,Amy Hampton,40,F,Auto,2933.57,924728.28,2022/05/12,2025/01/14,TRUE,92,2,142565.1,85919,AGT-056
POL-000486,Marisa Downs,50,U,Auto,3696.09,605226.46,2021/11/13,2025/02/06,TRUE,6,0,53584.13,28594,AGT-017
POL-000487,Cynthia Wright,20,F,Health,1914.58,561415.35,2020/01/10,2029/05/27,TRUE,16,0,68484.75,92190,AGT-006
POL-000488,Luis Hardin,35,,Home,2620.26,305410.84,2021/03/17,2028/06/09,FALSE,20,1,164119.51,30563,AGT-040
POL-000489,Brandon Waters,42,F,Health,4197.37,400026.47,2023/09/14,2027/11/23,TRUE,80,4,101696.35,92314,AGT-047
POL-000490,Albert Hill,59,U,Health,2566.69,900578.78,2020/09/17,2027/03/31,TRUE,71,1,140697.29,19350,AGT-006
POL-000491,Mr. Daniel Russell,48,M,Auto,,683139.9,2023/04/30,2029/10/07,TRUE,78,2,77303.36,81556,AGT-046
POL-000492,Taylor Jones,71,U,Life,2723.96,798017.68,2021/12/05,2027/03/09,TRUE,43,1,88621.39,56155,AGT-027
POL-000493,Jeremy Coleman,75,U,Auto,4227.12,481628.15,2020/01/21,2024/10/11,TRUE,26,4,198328.26,15702,AGT-088
POL-000494,Stephanie Logan,20,U,Life,2008.44,648734.86,2022/10/21,2025/07/26,TRUE,90,4,64571.08,94390,AGT-032
POL-000495,Jesse Diaz,57,U,Auto,1281.93,285964.43,2020/03/27,2028/07/07,TRUE,78,3,111162.15,69918,AGT-086
POL-000496,Kathy Jackson,63,F,Health,3704.06,720187.79,2022/08/18,2026/10/05,TRUE,71,0,171992.42,83153,AGT-014
POL-000497,David Marks,41,M,Auto,4216.9,456221.27,2024/05/22,2027/11/12,TRUE,33,1,63060.18,79126,AGT-046
POL-000498,JACQUELINE WILLIAMS,67,U,Auto,952.87,470418.24,2021/11/16,2029/02/23,TRUE,26,0,94738.48,75801,AGT-100
POL-000499,MICHAEL MOODY,49,F,Auto,1579.43,666856.21,2022/01/31,2025/09/03,TRUE,45,0,130716.43,88986,AGT-072
POL-000500,Leslie Thompson,64,M,Health,1138.87,939466.59,2022/12/25,2027/06/08,TRUE,84,1,106613.87,03537,AGT-053
POL-000501,Brian Baker,39,M,Health,2065.74,110806.03,2023/02/05,2028/02/17,TRUE,63,0,102710.41,03922,AGT-080
POL-000502,Bryan Valentine,40,M,Health,2526.58,833506.08,2022/09/13,2028/09/16,FALSE,67,4,85251.75,25964,AGT-096
POL-000503,Maria Carr,19,M,Health,3869.72,327763.95,2020/06/26,2026/06/09,TRUE,52,0,125596.34,08803,AGT-020
POL-000504,Rachel Rodriguez,44,U,Life,3430.16,471723.48,2020/07/05,2028/05/10,TRUE,68,2,132387.09,67772,AGT-031
POL-000505,Samuel Richardson,59,U,Life,3294.18,70817.66,2021/02/03,2025/09/26,TRUE,26,0,137592.12,69988,AGT-021
POL-000506,Courtney Allen MD,19,F,Home,2085.69,335993.77,2020/12/02,2026/10/23,TRUE,75,1,32666.26,54708,AGT-023
POL-000507,Antonio Beard,43,F,Health,4286.51,527499.68,2023/04/24,2024/11/12,TRUE,2,1,133586.15,61370,AGT-053
POL-000508,Kathy Cook,34,F,Life,2620.79,103367.27,2019/11/06,2028/02/29,TRUE,14,1,191582.69,59760,AGT-004
POL-000509,Eric Poole,57,M,Auto,4905.97,516540.94,2020/09/29,2027/09/06,TRUE,30,0,117377.52,64114,AGT-023
POL-000510,Corey Castillo,50,M,Health,3353.64,930755.1,2020/03/01,2025/08/30,TRUE,49,0,148748.07,87500,AGT-095
POL-000511,David Spence,26,U,Home,1068.19,150123.56,2023/09/20,2027/10/10,TRUE,12,3,120211.82,61556,AGT-043
POL-000512,Crystal Dunn,60,M,Home,3542.8,776218.69,2023/08/22,2026/03/30,TRUE,90,1,173853.31,33721,AGT-053
POL-000513,Brandon Douglas,71,M,Home,1962.97,439187.5,2024/07/18,2028/05/02,TRUE,44,0,187324.96,58247,AGT-086
POL-000514,Steven Delgado,65,M,Auto,3588.47,672415.03,2021/05/06,2029/08/09,TRUE,33,0,53159.58,83640,AGT-095
POL-000515,JAMIE ROSE,56,F,Life,813.39,297224.77,2024/08/04,2026/01/19,FALSE,13,1,98634.81,60214,AGT-032
POL-000516,Michael Cabrera,46,F,Auto,1286.97,201517.65,2023/04/27,2026/09/07,TRUE,78,0,90628.78,29935,AGT-035
POL-000517,Philip Rodriguez,59,U,Health,4350.82,202439.48,2022/04/07,2027/02/26,TRUE,88,2,92938.72,74421,AGT-021
POL-000518,Isaiah Bridges,72,M,Home,1522.31,116967.35,2023/04/30,2027/03/02,TRUE,98,0,42594.35,57647,AGT-090
POL-000519,Steven Boyd,43,M,Auto,4266.69,226364.37,2024/06/29,2024/12/02,FALSE,26,1,166450.83,07049,AGT-014
POL-000520,TAYLOR HARRINGTON,52,U,Auto,1756.74,681008.42,2022/12/26,2025/02/01,TRUE,21,1,26437.92,56029,AGT-049
POL-000521,Madeline Khan,67,M,Life,3392.97,887606.08,2023/01/04,2029/09/16,TRUE,28,2,115080.79,86130,AGT-005
POL-000522,Brittany Park,42,M,Life,3623.68,823419.4,2022/05/14,2028/08/12,TRUE,48,2,139138.11,85635,AGT-061
POL-000523,Joel Lucas,41,F,Home,2806.95,700877.59,2022/11/11,2028/03/02,TRUE,100,1,57344.5,33471,AGT-029
POL-000524,Lisa Harris,30,U,Auto,1873.9,154910.27,2021/12/07,2027/05/24,TRUE,40,0,183053.03,46683,AGT-026
POL-000525,Lauren Johnson,77,U,Auto,1456.9,324728.07,2023/04/06,2025/12/24,TRUE,66,1,170938.86,16818,AGT-059
POL-000526,Misty Lopez,75,U,Life,649.35,344316.53,2024/09/15,2026/10/16,TRUE,73,2,104795.07,29242,AGT-045
POL-000527,Gilbert Quinn,24,U,Auto,1867.76,287459.1,2019/12/20,2029/01/18,TRUE,87,2,94006.81,14358,AGT-040
POL-000528,Bonnie Tucker,74,F,Auto,3439.23,539255.38,2020/03/04,2028/01/15,TRUE,79,2,62582.23,37563,AGT-030
POL-000529,James Henry,53,F,Auto,4722.37,558776.12,2020/06/25,2025/01/09,TRUE,77,1,151398.78,43843,AGT-029
POL-000530,Jonathan Jackson,62,M,Life,4420.42,389041.68,2020/05/12,2029/09/06,TRUE,23,1,43713.88,34657,AGT-004
POL-000531,David Tran,37,M,Home,3947.29,386099.7,2022/04/30,2028/06/28,TRUE,81,0,142442.8,11708,AGT-085
POL-000532,Dale Miller,18,M,Health,4048.01,837127.82,2022/02/05,2025/03/28,TRUE,48,0,171642.26,92470,AGT-025
POL-000533,Shelia Johnson,25,M,Home,3492.43,799828.21,2024/02/22,2027/10/02,TRUE,2,1,61124.88,37266,AGT-052
POL-000534,Kevin Monroe,63,F,Health,1671.29,342406.04,2023/07/31,2026/01/25,TRUE,84,3,175956.93,87351,AGT-043
POL-000535,Jonathan Watson,33,U,Auto,4582.38,918099.02,2021/03/09,2026/06/18,TRUE,20,0,25998.18,56823,AGT-036
POL-000536,Robert Lewis,31,F,Home,3518.3,955174.27,2024/01/14,2026/09/17,TRUE,59,3,184301.73,47885,AGT-009
POL-000537,Brenda Williamson,29,M,Health,3021.98,360405.41,2023/01/12,2028/06/21,TRUE,46,0,41305.2,06307,AGT-099
POL-000538,Erin Rodriguez,68,,Life,999.45,386703.7,2022/02/03,2024/10/11,TRUE,3,2,136236.65,15302,AGT-036
POL-000539,Dylan Robinson,40,U,Life,2511.75,530352.45,2021/02/15,2028/11/20,TRUE,55,0,65014.84,21864,AGT-045
POL-000540,Shannon Hall,32,U,Home,2571.61,944064.77,2024/04/27,2026/02/12,TRUE,12,2,170579.43,79106,AGT-083
POL-000541,Lori Calderon,45,F,Home,4390.54,882503.46,2020/08/29,2025/10/01,TRUE,40,2,112214.06,64357,AGT-066
POL-000542,Ebony Hunt,51,F,Auto,2959.92,147439.56,2023/05/05,2028/09/07,TRUE,66,3,44343.41,42918,AGT-052
POL-000543,Susan Wilson,19,F,Home,2211.8,423094.21,2024/10/02,2029/01/04,TRUE,100,0,122778.48,50479,AGT-087
POL-000544,Christopher Robinson,49,M,Auto,4895.6,575702.63,2021/06/23,2029/05/27,TRUE,78,0,93418.87,89035,AGT-069
POL-000545,Gregory Martinez,40,F,Auto,998.24,527975.85,2024/04/02,2028/07/31,TRUE,16,3,139060.61,33794,AGT-043
POL-000546,Travis Choi,39,F,Life,2401.47,234169.91,2024/01/06,2026/01/08,TRUE,83,2,178742.59,03351,AGT-004
POL-000547,Curtis Blankenship,68,F,Life,689.11,865875.93,2021/01/21,2028/04/30,FALSE,34,1,93690.04,71504,AGT-015
POL-000548,Stacy Rivers,42,U,Health,3829.57,693093.74,2021/12/20,2025/05/28,TRUE,44,2,72178.52,13267,AGT-034
POL-000549,Janet Lamb,75,U,Life,4631.34,846012.96,2024/08/12,2026/11/07,TRUE,6,0,22612.72,99837,AGT-023
POL-000550,Leslie Adkins,79,M,Life,1760.17,865826.07,2022/08/24,2027/04/22,TRUE,77,1,123471.03,84049,AGT-075
POL-000551,Jennifer Williams,78,M,Home,4362.54,760938.06,2020/03/28,2028/11/21,TRUE,64,2,92409.46,85415,AGT-034
POL-000552,Mr. Jesse Krause,39,U,Life,1814.98,467250.07,2023/06/13,2027/09/25,TRUE,100,1,87436.86,47678,AGT-005
POL-000553,Andrew Farmer,75,U,Health,4598.47,630019.42,2024/09/12,2028/04/16,TRUE,22,3,52928.36,89659,AGT-014
POL-000554,Kristin Cox,75,U,Home,3892.83,202347.14,2024/05/03,2029/03/24,TRUE,18,1,97409.96,70520,AGT-077
POL-000555,Sarah Hughes,39,F,Health,4122.08,689963.15,2020/01/27,2025/06/16,TRUE,12,1,197199.55,99047,AGT-056
POL-000556,Karen Johnson,66,F,Life,581.03,220290.59,2023/06/25,2027/04/26,TRUE,52,1,73595.75,80997,AGT-045
POL-000557,Morgan Thomas,69,U,Health,4832.65,709252.11,2021/04/20,2027/02/20,TRUE,94,0,127946.79,40942,AGT-094
POL-000558,Nicholas Harris,59,F,Home,3770.02,268118.25,2021/03/16,2026/03/01,TRUE,51,0,159767.64,64850,AGT-041
POL-000559,Amanda White,23,F,Auto,1871.38,161673.74,2022/09/02,2026/10/18,TRUE,71,0,154848.41,04294,AGT-056
POL-000560,Patricia Sexton,32,M,Health,4232.28,207020.27,2022/03/12,2025/12/22,TRUE,96,0,79179.37,77399,AGT-078
POL-000561,Gerald Kelly,71,U,Health,1766.85,51892.53,2023/11/16,2029/03/11,TRUE,48,4,129954.82,97001,AGT-066
POL-000562,Erik Le,60,U,Home,4427.39,732802.64,2023/10/15,2026/08/06,TRUE,19,1,176827.64,50210,AGT-015
POL-000563,Megan Miller,77,F,Home,1006.61,745781,2023/11/06,2025/12/05,TRUE,6,0,22780.54,39296,AGT-050
POL-000564,JONATHAN ROY,54,U,Health,3666.59,539186.68,2023/04/09,2027/01/11,TRUE,84,1,98432.18,99048,AGT-074
POL-000565,Brian Alexander,50,M,Life,2933.14,203294.66,2024/07/17,2025/04/25,TRUE,27,1,60369.22,76845,AGT-025
POL-000566,Connie Johnson,25,M,Health,934.41,129376.62,2020/08/28,2026/06/23,TRUE,53,2,89953.81,34902,AGT-033
POL-000567,Darren Harris,70,M,Home,1588.52,68172.52,2024/06/08,2025/03/29,TRUE,48,1,94878.13,89934,AGT-006
POL-000568,Isaac Hernandez,77,U,Auto,555.82,207460.77,2020/09/21,2028/06/15,TRUE,7,1,154400.77,48381,AGT-091
POL-000569,Amber Briggs,61,U,Auto,2609.46,896312.76,2020/04/26,2026/01/28,TRUE,59,2,36887.94,51868,AGT-056
POL-000570,Curtis Robertson,61,U,Life,1855.69,279460,2020/12/24,2026/05/24,TRUE,69,4,112265.1,85842,AGT-001
POL-000571,Mr. James Erickson,22,U,Health,3192.61,386557.76,2020/09/23,2027/10/19,TRUE,11,1,121555.06,50736,AGT-067
POL-000572,Cameron Campbell,56,U,Auto,1837.57,150078.21,2019/11/02,2028/02/21,TRUE,15,0,108948.37,80742,AGT-069
POL-000573,David Shelton,21,M,Health,1849.64,261243.24,2023/04/08,2025/07/05,TRUE,64,2,151737.19,29932,AGT-088
POL-000574,Sarah Stevens,23,F,Home,3844.37,543263.34,2022/11/05,2028/02/28,TRUE,3,0,89082.43,88720,AGT-093
POL-000575,Lauren Green,62,M,Auto,716.64,627365.05,2019/10/10,2027/11/06,TRUE,69,1,190094.07,70992,AGT-095
POL-000576,Michelle Johnson,49,U,Life,4563.03,283084.7,2020/07/21,2029/09/03,TRUE,23,0,106724.62,45331,AGT-095
POL-000577,Eileen Green,69,M,Home,4335.19,104845.55,2024/07/15,2027/10/09,FALSE,53,0,122818.5,27242,AGT-086
POL-000578,Mark Warren,47,,Life,3505.12,421481.23,2020/06/17,2026/04/13,TRUE,37,1,168595.55,25800,AGT-026
POL-000579,Michael Allen,64,U,Home,3169.5,272493.2,2024/05/05,2027/09/24,TRUE,9,0,69542.5,33888,AGT-047
POL-000580,Paula Brown,52,M,Auto,4515.36,258576.23,2023/08/25,2025/12/26,TRUE,15,1,33536.37,01604,AGT-056
POL-000581,Stephen Tyler,72,U,Life,1333.99,961869.66,2020/08/31,2025/05/01,TRUE,3,5,147401.12,42020,AGT-009
POL-000582,Anthony Porter,57,F,Life,855.36,635485.46,2022/02/06,2029/06/08,TRUE,93,2,106942.13,00516,AGT-086
POL-000583,Sharon Kent,69,U,Home,1577.8,579034.52,2022/02/26,2025/06/28,TRUE,70,0,181370.77,06670,AGT-043
POL-000584,Eric Quinn,33,F,Life,4075.6,444986.35,2023/09/08,2026/06/03,TRUE,17,2,196882.41,76578,AGT-080
POL-000585,William Anderson,30,F,Home,656.02,457497.12,2023/05/26,2028/08/09,TRUE,26,1,91839.68,51548,AGT-041
POL-000586,Ms. Ashley Sanchez,67,U,Home,3122.63,563859.75,2021/08/29,2025/04/04,TRUE,21,1,94779.02,41290,AGT-085
POL-000587,ZACHARY SANCHEZ,77,M,Home,4979.47,711608.32,2023/10/06,2026/04/06,TRUE,72,2,93433.27,74507,AGT-016
POL-000588,Joseph Atkins,59,F,Home,4350.63,717038.79,2020/07/25,2026/09/28,TRUE,21,2,78419.74,64803,AGT-093
POL-000589,Christopher Cunningham,47,M,Auto,2846.51,213109.21,2023/07/14,2027/10/02,FALSE,11,0,160703.68,34579,AGT-039
POL-000590,Angela Cummings,36,F,Home,786.38,525107.11,2024/05/26,2028/01/18,TRUE,38,2,156619.24,26967,AGT-065
POL-000591,Terry Cannon II,34,U,Health,4241.18,441360.19,2021/04/05,2025/10/23,TRUE,72,0,106156.08,10007,AGT-040
POL-000592,Mr. Steven Martin,73,U,Life,3195.4,877000.62,2023/04/24,2025/10/29,TRUE,88,2,28039.02,84410,AGT-086
POL-000593,Jimmy Martin,36,F,Health,1017.2,649847.98,2022/07/09,2025/07/31,FALSE,35,0,75720.67,79578,AGT-053
POL-000594,Sheri Hancock,45,U,Auto,922.36,555878.86,2020/08/16,2027/11/23,TRUE,14,0,72614.55,76303,AGT-042
POL-000595,Laurie Lopez,75,F,Health,4593.32,159624.91,2020/08/11,2029/09/02,TRUE,14,1,165995.7,15424,AGT-052
POL-000596,Emily Adkins,72,U,Life,3511.4,625355.99,2024/06/17,2027/05/08,TRUE,10,1,35763.6,86961,AGT-090
POL-000597,Todd Jones,43,M,Health,4231.79,161343.71,2024/03/23,2027/10/03,TRUE,12,1,165021.57,97928,AGT-038
POL-000598,Maria Gaines,54,U,Auto,4455.41,370346.25,2023/04/16,2025/09/11,TRUE,38,0,140453.06,70196,AGT-071
POL-000599,Michael Williams,43,M,Home,3072.98,185699.87,2023/02/07,2028/07/29,TRUE,34,2,151839.46,34171,AGT-017
POL-000600,Jennifer Shepherd,70,U,Health,2828.51,707469.96,2024/07/27,2027/04/27,FALSE,41,2,97798.37,90391,AGT-025
POL-000601,Laura Parsons,79,M,Auto,2436.92,245939.51,2020/07/16,2027/02/11,TRUE,10,1,142350.64,02569,AGT-054
POL-000602,Anthony Watkins,40,U,Auto,1926.26,422266.4,2020/07/02,2027/10/01,TRUE,17,1,129625.21,19373,AGT-086
POL-000603,John Hoffman,26,M,Life,2455.68,900891.04,2024/08/29,2025/04/17,TRUE,17,0,158416.44,61294,AGT-049
POL-000604,Robert Preston,29,F,Life,3982.46,244100.56,2022/08/27,2025/10/16,TRUE,67,1,100418.57,89193,AGT-087
POL-000605,Andre Mclaughlin,70,F,Health,3208.66,532414.81,2024/09/11,2029/02/10,TRUE,62,1,105108.61,79503,AGT-096
POL-000606,Kristina Mejia,18,M,Home,4516.35,448308.08,2020/10/28,2026/01/11,TRUE,95,0,135843.72,65287,AGT-023
POL-000607,Alex King,75,U,Auto,2495.21,67217.84,2020/07/30,2027/04/09,TRUE,1,3,39453.95,61984,AGT-079
POL-000608,Kim Sanchez,75,M,Health,3231.9,803120.21,2020/06/03,2028/01/06,TRUE,12,2,98524,07436,AGT-073
